"competitor_name_unique","company_name_unique","rank","weight","company_uuid","company_founded_on","company_acquired_on","company_closed_on","competitor_uuid","competitor_founded_on","competitor_acquired_on","competitor_closed_on"
"coupons-com","catalina-marketing",5,1,"6bdf0d52-650c-db1b-0dc2-4ce465799a24","1983-01-01",NA,NA,"4d5259a3-00c4-8523-71c7-38d3654a6ff4","1998-05-01",NA,NA
"coupons-com","revtrax",7,1,"9181d815-0ea0-bd56-6b48-a84500156fcc","2008-01-01",NA,NA,"4d5259a3-00c4-8523-71c7-38d3654a6ff4","1998-05-01",NA,NA
"coupons-com","whale-shark-media",3,1,"81aae685-7177-0a69-de18-5ca93da02f2c","2007-05-01","2017-04-10",NA,"4d5259a3-00c4-8523-71c7-38d3654a6ff4","1998-05-01",NA,NA
"cox-media","gannett",3,1,"f908683c-5630-9ceb-e947-de13d2a04d3f","1906-01-01",NA,NA,"36a443c7-df33-47d3-9a0e-0993dbe978a8","1981-01-01",NA,NA
"cox-media","meredith",6,1,"c083cd7f-d360-44d5-f2c0-b3903d7edc48","1902-01-01","2015-09-08",NA,"36a443c7-df33-47d3-9a0e-0993dbe978a8","1981-01-01",NA,NA
"cox-media","a-h-belo-corporation",2,1,"dced1ea7-0f57-929e-99db-79619056a959","2007-01-01",NA,NA,"36a443c7-df33-47d3-9a0e-0993dbe978a8","1981-01-01",NA,NA
"cox-media","the-mcclatchy-company",6,1,"ae4ad479-553b-666f-52bc-74d09e4686c2","1857-01-01",NA,NA,"36a443c7-df33-47d3-9a0e-0993dbe978a8","1981-01-01",NA,NA
"cox-media","the-tribune-company",6,1,"bc3357f9-9621-c328-3a59-59d511d20ccf","1847-06-10",NA,NA,"36a443c7-df33-47d3-9a0e-0993dbe978a8","1981-01-01",NA,NA
"cox-media","the-tribune-company",6,1,"bc3357f9-9621-c328-3a59-59d511d20ccf","1847-10-10",NA,NA,"36a443c7-df33-47d3-9a0e-0993dbe978a8","1981-01-01",NA,NA
"cox-media","journal-media-group",5,1,"eba879b1-ec4b-946d-bc75-390da785c97a","2014-01-01","2015-10-07",NA,"36a443c7-df33-47d3-9a0e-0993dbe978a8","1981-01-01",NA,NA
"cox-media","e-w-scripps",8,1,"f8a5330b-399e-7845-7315-c351c2b2acd4","1878-01-01",NA,NA,"36a443c7-df33-47d3-9a0e-0993dbe978a8","1981-01-01",NA,NA
"cox-media","time",5,1,"4e72bac1-e5ba-731e-995d-8da054bdee3b","1922-11-28","2018-02-26",NA,"36a443c7-df33-47d3-9a0e-0993dbe978a8","1981-01-01",NA,NA
"coxautoinc","adamdms",1,1,"1f8bc1a2-6069-4bee-982a-267306e38d4b","1979-01-01",NA,NA,"b3b2ee72-8b53-4ad5-afa5-fea60faccc85","2014-08-01",NA,NA
"coxautoinc","carvana",7,1,"5971d22a-87a2-02ac-cbae-f6ae5f888543","2011-11-29",NA,NA,"b3b2ee72-8b53-4ad5-afa5-fea60faccc85","2014-08-01",NA,NA
"coxautoinc","contact-advantage",5,1,"d77c74fd-46b7-48e5-9787-6cf7d13b300d","2001-01-01",NA,NA,"b3b2ee72-8b53-4ad5-afa5-fea60faccc85","2014-08-01",NA,NA
"coxautoinc","kbb",7,1,"0862738f-a65e-44cd-bcd2-de468aafbdb7","1926-01-01",NA,NA,"b3b2ee72-8b53-4ad5-afa5-fea60faccc85","2014-08-01",NA,NA
"coxautoinc","autoalert",3,1,"f75d4769-da71-19ed-3fd4-9420612d4f61","2002-01-01",NA,NA,"b3b2ee72-8b53-4ad5-afa5-fea60faccc85","2014-08-01",NA,NA
"coxautoinc","reyrey",4,1,"b6bfa5d3-43c7-4e6f-8493-29ee84061ccd","1866-03-01",NA,NA,"b3b2ee72-8b53-4ad5-afa5-fea60faccc85","2014-08-01",NA,NA
"coxautoinc","imagiclab",8,1,"1edd8340-f743-41e9-ad59-850efdd57559","2003-01-01",NA,NA,"b3b2ee72-8b53-4ad5-afa5-fea60faccc85","2014-08-01",NA,NA
"coxautoinc","carxrm",6,1,"b465640a-85f0-4471-8bf2-97f8a67440e9","1905-06-17",NA,NA,"b3b2ee72-8b53-4ad5-afa5-fea60faccc85","2014-08-01",NA,NA
"coxautoinc","smmt",6,1,"1ab1ce6a-938e-4c46-a5ab-39cd69fd6980","1902-07-16",NA,NA,"b3b2ee72-8b53-4ad5-afa5-fea60faccc85","2014-08-01",NA,NA
"coxautoinc","cdkglobal",2,1,"d0ffab5f-24a4-470d-8126-2759125f135b","1972-01-01",NA,NA,"b3b2ee72-8b53-4ad5-afa5-fea60faccc85","2014-08-01",NA,NA
"coxautoinc","cars",1,1,"7440bc5c-9ce9-4829-9238-2f5e07909149","1998-06-01",NA,NA,"b3b2ee72-8b53-4ad5-afa5-fea60faccc85","2014-08-01",NA,NA
"coxautoinc","autotradergroup",5,1,"44289d8e-7e70-4360-a29a-36dea5399f58","1997-01-11",NA,NA,"b3b2ee72-8b53-4ad5-afa5-fea60faccc85","2014-08-01",NA,NA
"coxautoinc","cargurus",6,1,"2fd36f1d-3a8d-c3e3-853a-aba5e988dde6","2006-01-01",NA,NA,"b3b2ee72-8b53-4ad5-afa5-fea60faccc85","2014-08-01",NA,NA
"coxautoinc","drivedominion",4,1,"a4acfde9-5c8f-406f-8f1f-7a8743b6f844","2006-01-01",NA,NA,"b3b2ee72-8b53-4ad5-afa5-fea60faccc85","2014-08-01",NA,NA
"coxautoinc","izmocars",8,1,"9448fdcc-d5e9-78c7-71c4-1b6004b79913","1905-06-24",NA,NA,"b3b2ee72-8b53-4ad5-afa5-fea60faccc85","2014-08-01",NA,NA
"coxautoinc","automate",6,1,"f06b620a-6342-8e31-d340-986eaff6155a","1970-01-01",NA,NA,"b3b2ee72-8b53-4ad5-afa5-fea60faccc85","2014-08-01",NA,NA
"coxautoinc","elead-crm",2,1,"61487945-0ca1-4441-b79b-8227a78fed06","1905-06-07",NA,NA,"b3b2ee72-8b53-4ad5-afa5-fea60faccc85","2014-08-01",NA,NA
"coxautoinc","thecarpeoplelimited",5,1,"0dc0bfc7-1a3c-448f-a1a1-8c0ad5b1c1ce","1999-03-30",NA,NA,"b3b2ee72-8b53-4ad5-afa5-fea60faccc85","2014-08-01",NA,NA
"coxautoinc","carfax",2,1,"75c69c9f-dc8c-ac22-d6a8-ba04e0f48dd6","1984-06-01",NA,NA,"b3b2ee72-8b53-4ad5-afa5-fea60faccc85","2014-08-01",NA,NA
"crain-communications","ims-cloud",4,1,"8728799c-c938-4547-a1d6-c9871cc74a6c","2008-12-01",NA,NA,"eb129cf4-0066-4790-7ec4-9bd0421f16d7","1916-01-01",NA,NA
"crain-communications","american-city-business-journals",2,1,"a5c65812-12f2-6e25-8376-859325f722c6","1985-01-01",NA,NA,"eb129cf4-0066-4790-7ec4-9bd0421f16d7","1916-01-01",NA,NA
"crain-communications","pennwell-corporation",1,1,"c646c45e-d6bf-f63a-0915-e65c6158ea70","1910-01-01","2018-04-03",NA,"eb129cf4-0066-4790-7ec4-9bd0421f16d7","1916-01-01",NA,NA
"crain-communications","access-intelligence",1,1,"f72ec205-fcda-3bdd-b442-77a05e0d7dd2","1977-01-01",NA,NA,"eb129cf4-0066-4790-7ec4-9bd0421f16d7","1916-01-01",NA,NA
"crmngle","kreatocrm",6,1,"930a0540-d104-4338-ae95-b7e156f3e80c","2010-10-08",NA,NA,"b157fa9a-2901-488d-80dd-8ced371884e0",NA,NA,NA
"cumulus-media-partners","wbal-tv",4,1,"04acc8dc-11a0-47b2-aeae-e1cc83404814","1949-03-01",NA,NA,"7e7ee285-c74e-58c8-62ab-0ff37473249e","1997-01-01",NA,NA
"cumulus-media-partners","cbs-corporation",2,1,"cd19ea0d-745c-e3b6-d819-30b91caf8ebb","1928-01-01",NA,NA,"7e7ee285-c74e-58c8-62ab-0ff37473249e","1997-01-01",NA,NA
"cumulus-media-partners","the-baltimore-sun",1,1,"59a23a58-b489-d427-e2ea-38f7c5ab98be","1837-05-17",NA,NA,"7e7ee285-c74e-58c8-62ab-0ff37473249e","1997-01-01",NA,NA
"cumulus-media-partners","fox45-news",1,1,"0bf2f426-1596-45d8-8b53-9a05d71c6883","1991-01-01",NA,NA,"7e7ee285-c74e-58c8-62ab-0ff37473249e","1997-01-01",NA,NA
"cumulus-media-partners","nbc",2,1,"6f5269ca-268f-41ed-9696-1f26e5810029","2004-01-01",NA,NA,"7e7ee285-c74e-58c8-62ab-0ff37473249e","1997-01-01",NA,NA
"cumulus-media-partners","radio-one",7,1,"27196840-28cb-1dba-5ce6-2a65bb3b9395","1980-01-01",NA,NA,"7e7ee285-c74e-58c8-62ab-0ff37473249e","1997-01-01",NA,NA
"cumulus-media-partners","fox-interactive-media",7,1,"d70777cc-14bd-2416-0692-5a483781b78b","1979-06-01",NA,NA,"7e7ee285-c74e-58c8-62ab-0ff37473249e","1997-01-01",NA,NA
"cumulus-media-partners","entercom-communications",4,1,"61f7abce-6dcd-7c73-ea43-0fdefb7380fe","1968-01-01",NA,NA,"7e7ee285-c74e-58c8-62ab-0ff37473249e","1997-01-01",NA,NA
"cumulus-media-partners","townsquare-media",3,1,"942828e4-311f-12b4-646d-30b4dde48399","1994-01-01",NA,NA,"7e7ee285-c74e-58c8-62ab-0ff37473249e","1997-01-01",NA,NA
"cumulus-media-partners","newscorporation",8,1,"7103e064-eb56-1aeb-af09-2a4d53d03e16","1979-01-01",NA,NA,"7e7ee285-c74e-58c8-62ab-0ff37473249e","1997-01-01",NA,NA
"cumulus-media-partners","wbin-tv",3,1,"460b4193-3557-4b49-a6d6-20c4cf5c1f72",NA,NA,NA,"7e7ee285-c74e-58c8-62ab-0ff37473249e","1997-01-01",NA,NA
"cumulus-media-partners","clear-channel-communications",3,1,"b66114e0-49ca-ca9a-a337-f1d637e81a00","1972-01-01",NA,NA,"7e7ee285-c74e-58c8-62ab-0ff37473249e","1997-01-01",NA,NA
"cumulus-media-partners","comcast-spotlight",1,1,"42d6d7ca-3caa-eb87-6b90-c9854996726d","2003-01-01",NA,NA,"7e7ee285-c74e-58c8-62ab-0ff37473249e","1997-01-01",NA,NA
"cumulus-media-partners","wbal",1,1,"135d5925-97af-4fb1-9095-ecefcce87da2","1925-01-01",NA,NA,"7e7ee285-c74e-58c8-62ab-0ff37473249e","1997-01-01",NA,NA
"d-h","misys",6,1,"7de47a13-384b-40a8-91e9-1c8b6746514c","1979-01-01","2017-06-14",NA,"74cc8c85-2b8b-3c18-2d7a-96eef078e137","1875-01-01","2017-06-14",NA
"d-h","rm-plc",7,1,"046f6201-e1f8-8b21-52fb-881b074b90a8","1973-01-01",NA,NA,"74cc8c85-2b8b-3c18-2d7a-96eef078e137","1875-01-01","2017-06-14",NA
"dash","partsauthority",1,1,"ea1f1a33-2020-47c1-b7d9-cd6e21c60d02","1972-01-01",NA,NA,"7000ca1b-6d14-6a72-3a72-24551e2c003e","2012-01-01",NA,NA
"dash","carbodysupplies",5,1,"ec1eea84-317e-478f-9b5b-7bf5a895bc90","1991-01-01",NA,NA,"7000ca1b-6d14-6a72-3a72-24551e2c003e","2012-01-01",NA,NA
"dash","napaonline",2,1,"b13e569d-b58d-40c8-8896-8a205c811373","1925-01-01",NA,NA,"7000ca1b-6d14-6a72-3a72-24551e2c003e","2012-01-01",NA,NA
"datafox","preqin",7,1,"b8472e7a-d260-7011-61a2-defc8bb18b01","2002-01-01",NA,NA,"8a224aad-06f0-86f0-019e-25843324e62d","2013-02-01",NA,NA
"datafox","tracxn",1,1,"6034d40c-1d85-7bae-7f20-0b9fa7c12adb","2013-06-01",NA,NA,"8a224aad-06f0-86f0-019e-25843324e62d","2013-02-01",NA,NA
"datafox","insideview",2,1,"76bf5088-b164-58df-5214-6dcf154efc1f","2005-01-01",NA,NA,"8a224aad-06f0-86f0-019e-25843324e62d","2013-02-01",NA,NA
"datafox","pitchbook-data",3,1,"49450071-22ed-170e-b470-cef1c93aa463","2007-01-01","2016-10-14",NA,"8a224aad-06f0-86f0-019e-25843324e62d","2013-02-01",NA,NA
"datafox","cb-insights",2,1,"9ac9678f-78a6-fe42-31be-ca6a62629a27","2008-01-01",NA,NA,"8a224aad-06f0-86f0-019e-25843324e62d","2013-02-01",NA,NA
"datafox","zoominfo",2,1,"6861db1b-f498-4936-701b-9aa4bc65809e","2000-02-01","2017-08-14",NA,"8a224aad-06f0-86f0-019e-25843324e62d","2013-02-01",NA,NA
"datafox","privco",7,1,"6190178f-f0b0-a112-de25-693f9fc425cd","2011-01-01",NA,NA,"8a224aad-06f0-86f0-019e-25843324e62d","2013-02-01",NA,NA
"datafox","owler",2,1,"6ee90eaf-6f29-8395-c6af-1bf3cc41d0a3","2011-05-01",NA,NA,"8a224aad-06f0-86f0-019e-25843324e62d","2013-02-01",NA,NA
"datagenic","openlink",3,1,"02a00ce0-6112-4960-e749-466038a9657b","1992-01-01","2018-02-02",NA,"c9ebf239-7f37-7eb7-50b6-5fd78ebbcd91","2002-01-01","2017-10-04",NA
"datagenic","eka-software-solutions",2,1,"86fd8344-b427-b5d9-3c51-c8898f5f9dc8","2004-01-01",NA,NA,"c9ebf239-7f37-7eb7-50b6-5fd78ebbcd91","2002-01-01","2017-10-04",NA
"datagenic","allegro-development-corporation",3,1,"fc8af427-e7fe-3124-33f3-5e95f0aabafb","1984-01-01","2008-02-01",NA,"c9ebf239-7f37-7eb7-50b6-5fd78ebbcd91","2002-01-01","2017-10-04",NA
"datagenic","marketview",1,1,"676907c0-ecae-3341-aab1-233947c1325a","1994-01-01","2016-10-10",NA,"c9ebf239-7f37-7eb7-50b6-5fd78ebbcd91","2002-01-01","2017-10-04",NA
"davidmcdavidacuraplano","goodsonacura",7,1,"ed2e279c-d4c7-433c-ad06-143d437350cf","1986-01-01",NA,NA,"93e15ea2-da89-4e3d-88db-fc9b9e276465","1986-03-26",NA,NA
"davler-media-group","engaged-media-inc-",3,1,"da425c74-ae11-4894-bde3-0c6f42e93996","2008-01-01",NA,NA,"91e21ca1-ce67-41d3-b765-a46d6d11493d","2004-01-01",NA,NA
"davler-media-group","hoffmann",4,1,"0f894a81-289c-4561-96c1-2b79d2687176","1990-01-01",NA,NA,"91e21ca1-ce67-41d3-b765-a46d6d11493d","2004-01-01",NA,NA
"davler-media-group","televisa",6,1,"3eb0ee4a-69ad-5458-065e-f7d947201120","1930-01-01",NA,NA,"91e21ca1-ce67-41d3-b765-a46d6d11493d","2004-01-01",NA,NA
"davler-media-group","azteca",6,1,"6141e62c-7a95-212f-8378-6d7c3cc29686","1993-07-01",NA,NA,"91e21ca1-ce67-41d3-b765-a46d6d11493d","2004-01-01",NA,NA
"dbrs","morningstar",6,1,"e23053d5-786c-20a6-2bfc-9c979339d475","1984-01-01",NA,NA,"73e64cc7-f3a3-c0c2-ac22-d0a3e6d9e536","1976-01-01",NA,NA
"dbrs","msci",2,1,"319c11a6-6cef-92d1-a7b3-c113e11bac16","1998-01-01",NA,NA,"73e64cc7-f3a3-c0c2-ac22-d0a3e6d9e536","1976-01-01",NA,NA
"dbrs","fitch-ratings",6,1,"58e1e545-335a-8ea0-ab46-fd459ad152fa","1913-12-24",NA,NA,"73e64cc7-f3a3-c0c2-ac22-d0a3e6d9e536","1976-01-01",NA,NA
"dbrs","factset",6,1,"e9cc1718-6b1e-eff3-8c3d-04bf7f012afe","1978-01-01",NA,NA,"73e64cc7-f3a3-c0c2-ac22-d0a3e6d9e536","1976-01-01",NA,NA
"dbrs","factset",6,1,"e9cc1718-6b1e-eff3-8c3d-04bf7f012afe","1978-01-01",NA,NA,"73e64cc7-f3a3-c0c2-ac22-d0a3e6d9e536","1976-01-01",NA,NA
"dbrs","moodys-investors-service",3,1,"200c9189-b5a5-3e8c-6978-cc067713c3db","1900-01-01",NA,NA,"73e64cc7-f3a3-c0c2-ac22-d0a3e6d9e536","1976-01-01",NA,NA
"dbrs","uzabase",8,1,"bb63614d-2437-0008-3a07-f2a4e0d31eac","2008-04-01",NA,NA,"73e64cc7-f3a3-c0c2-ac22-d0a3e6d9e536","1976-01-01",NA,NA
"dbrs","s-p-global",1,1,"70c237f1-acb9-b46e-b7ef-dcc6d4c7ae9a","1888-01-01",NA,NA,"73e64cc7-f3a3-c0c2-ac22-d0a3e6d9e536","1976-01-01",NA,NA
"dealerrater","carnow",6,1,"0356f7af-35c7-49e0-9e9c-1f11c5d3118b","2013-01-01",NA,NA,"ebd9df09-2549-8fb2-b75c-23062e672a71","2002-01-01",NA,NA
"dealerrater","cardealerreviews",2,1,"d2add533-58bf-47b9-b42d-45ddfe4b75aa","2010-01-01",NA,NA,"ebd9df09-2549-8fb2-b75c-23062e672a71","2002-01-01",NA,NA
"dealerrater","caranddriver",2,1,"dc922162-c69b-46bb-80d3-8b5a38d91aa9","1955-01-01",NA,NA,"ebd9df09-2549-8fb2-b75c-23062e672a71","2002-01-01",NA,NA
"dealerrater","edmunds",5,1,"42d19862-2a26-4135-8a09-99c5872ebb8f","1996-01-01",NA,NA,"ebd9df09-2549-8fb2-b75c-23062e672a71","2002-01-01",NA,NA
"dealersocket","mykaarma",4,1,"3e946042-cd95-4be3-bf54-beb477f7d8ae","2012-01-01",NA,NA,"226afbc1-7baf-7f35-0738-c4daf9e3b814","2001-01-01",NA,NA
"dealersocket","coxautoinc",4,1,"b3b2ee72-8b53-4ad5-afa5-fea60faccc85","2014-08-01",NA,NA,"226afbc1-7baf-7f35-0738-c4daf9e3b814","2001-01-01",NA,NA
"dealersocket","carfax",8,1,"75c69c9f-dc8c-ac22-d6a8-ba04e0f48dd6","1984-06-01",NA,NA,"226afbc1-7baf-7f35-0738-c4daf9e3b814","2001-01-01",NA,NA
"dealersocket","autosoftdms",1,1,"54ad921d-1948-43d1-9fa2-056d9dded620","1998-01-01",NA,NA,"226afbc1-7baf-7f35-0738-c4daf9e3b814","2001-01-01",NA,NA
"dealersocket","adamdms",2,1,"1f8bc1a2-6069-4bee-982a-267306e38d4b","1979-01-01",NA,NA,"226afbc1-7baf-7f35-0738-c4daf9e3b814","2001-01-01",NA,NA
"dealersocket","autoalert",8,1,"f75d4769-da71-19ed-3fd4-9420612d4f61","2002-01-01",NA,NA,"226afbc1-7baf-7f35-0738-c4daf9e3b814","2001-01-01",NA,NA
"dealersocket","cars",7,1,"7440bc5c-9ce9-4829-9238-2f5e07909149","1998-06-01",NA,NA,"226afbc1-7baf-7f35-0738-c4daf9e3b814","2001-01-01",NA,NA
"dealersocket","contact-advantage",4,1,"d77c74fd-46b7-48e5-9787-6cf7d13b300d","2001-01-01",NA,NA,"226afbc1-7baf-7f35-0738-c4daf9e3b814","2001-01-01",NA,NA
"dealersocket","drivedominion",6,1,"a4acfde9-5c8f-406f-8f1f-7a8743b6f844","2006-01-01",NA,NA,"226afbc1-7baf-7f35-0738-c4daf9e3b814","2001-01-01",NA,NA
"dealersocket","automate",2,1,"f06b620a-6342-8e31-d340-986eaff6155a","1970-01-01",NA,NA,"226afbc1-7baf-7f35-0738-c4daf9e3b814","2001-01-01",NA,NA
"dealersocket","vinsolutions",1,1,"4df6e149-3e89-e1ce-9525-288e5e92be69","2006-01-01",NA,NA,"226afbc1-7baf-7f35-0738-c4daf9e3b814","2001-01-01",NA,NA
"dealersocket","carsales",7,1,"83f98f11-32af-0173-a530-dafe0c7af744","1997-01-01",NA,NA,"226afbc1-7baf-7f35-0738-c4daf9e3b814","2001-01-01",NA,NA
"dealersocket","dealertrack",6,1,"0fd75bd1-2b8d-4575-b0dc-f1b54b0a6baf","2001-08-01",NA,NA,"226afbc1-7baf-7f35-0738-c4daf9e3b814","2001-01-01",NA,NA
"dealersocket","izmocars",7,1,"9448fdcc-d5e9-78c7-71c4-1b6004b79913","1905-06-24",NA,NA,"226afbc1-7baf-7f35-0738-c4daf9e3b814","2001-01-01",NA,NA
"dealersocket","imagiclab",2,1,"1edd8340-f743-41e9-ad59-850efdd57559","2003-01-01",NA,NA,"226afbc1-7baf-7f35-0738-c4daf9e3b814","2001-01-01",NA,NA
"dealersocket","carvana",8,1,"5971d22a-87a2-02ac-cbae-f6ae5f888543","2011-11-29",NA,NA,"226afbc1-7baf-7f35-0738-c4daf9e3b814","2001-01-01",NA,NA
"dealersocket","autotradergroup",4,1,"44289d8e-7e70-4360-a29a-36dea5399f58","1997-01-11",NA,NA,"226afbc1-7baf-7f35-0738-c4daf9e3b814","2001-01-01",NA,NA
"dealersocket","elead-crm",1,1,"61487945-0ca1-4441-b79b-8227a78fed06","1905-06-07",NA,NA,"226afbc1-7baf-7f35-0738-c4daf9e3b814","2001-01-01",NA,NA
"dealersocket","cdkglobal",7,1,"d0ffab5f-24a4-470d-8126-2759125f135b","1972-01-01",NA,NA,"226afbc1-7baf-7f35-0738-c4daf9e3b814","2001-01-01",NA,NA
"dealersocket","reyrey",7,1,"b6bfa5d3-43c7-4e6f-8493-29ee84061ccd","1866-03-01",NA,NA,"226afbc1-7baf-7f35-0738-c4daf9e3b814","2001-01-01",NA,NA
"dealersocket","carxrm",5,1,"b465640a-85f0-4471-8bf2-97f8a67440e9","1905-06-17",NA,NA,"226afbc1-7baf-7f35-0738-c4daf9e3b814","2001-01-01",NA,NA
"dealerteam","dealersocket",5,1,"226afbc1-7baf-7f35-0738-c4daf9e3b814","2001-01-01",NA,NA,"04b77a5e-efbd-ca1d-2eda-3c5c5656ea57","2012-05-01",NA,NA
"dealerteam","mykaarma",2,1,"3e946042-cd95-4be3-bf54-beb477f7d8ae","2012-01-01",NA,NA,"04b77a5e-efbd-ca1d-2eda-3c5c5656ea57","2012-05-01",NA,NA
"dealerteam","autosoftdms",7,1,"54ad921d-1948-43d1-9fa2-056d9dded620","1998-01-01",NA,NA,"04b77a5e-efbd-ca1d-2eda-3c5c5656ea57","2012-05-01",NA,NA
"dealertrack","cdkglobal",1,1,"d0ffab5f-24a4-470d-8126-2759125f135b","1972-01-01",NA,NA,"0fd75bd1-2b8d-4575-b0dc-f1b54b0a6baf","2001-08-01",NA,NA
"dealertrack","vinsolutions",8,1,"4df6e149-3e89-e1ce-9525-288e5e92be69","2006-01-01",NA,NA,"0fd75bd1-2b8d-4575-b0dc-f1b54b0a6baf","2001-08-01",NA,NA
"dealertrack","drivedominion",1,1,"a4acfde9-5c8f-406f-8f1f-7a8743b6f844","2006-01-01",NA,NA,"0fd75bd1-2b8d-4575-b0dc-f1b54b0a6baf","2001-08-01",NA,NA
"dealertrack","xtime",4,1,"a0bb82c3-d6fd-b1b7-e17d-4a60e0b4f003","1999-01-01",NA,NA,"0fd75bd1-2b8d-4575-b0dc-f1b54b0a6baf","2001-08-01",NA,NA
"dealertrack","cars",8,1,"7440bc5c-9ce9-4829-9238-2f5e07909149","1998-06-01",NA,NA,"0fd75bd1-2b8d-4575-b0dc-f1b54b0a6baf","2001-08-01",NA,NA
"dealertrack","reyrey",2,1,"b6bfa5d3-43c7-4e6f-8493-29ee84061ccd","1866-03-01",NA,NA,"0fd75bd1-2b8d-4575-b0dc-f1b54b0a6baf","2001-08-01",NA,NA
"dealertrack","automate",5,1,"f06b620a-6342-8e31-d340-986eaff6155a","1970-01-01",NA,NA,"0fd75bd1-2b8d-4575-b0dc-f1b54b0a6baf","2001-08-01",NA,NA
"dealertrack","autoalert",5,1,"f75d4769-da71-19ed-3fd4-9420612d4f61","2002-01-01",NA,NA,"0fd75bd1-2b8d-4575-b0dc-f1b54b0a6baf","2001-08-01",NA,NA
"dealogic","mergermarket",3,1,"e4cc715a-b18c-06f2-ae77-e542238154a9","2000-01-01",NA,NA,"c708fb57-28b0-28cb-7178-3cbc609d9532","1983-01-01","2017-11-22",NA
"dealogic","the-deal-llc",2,1,"2dcd43bc-00c8-b0ba-9f45-8ad5433f92e3","2000-03-01","2012-09-12",NA,"c708fb57-28b0-28cb-7178-3cbc609d9532","1983-01-01","2017-11-22",NA
"decor-cetera","findmicar",4,1,"91359f88-a69e-48d7-b313-1769205f65f9",NA,NA,NA,"518d0aec-c037-49d2-b1ac-a954ff367275","2009-01-01",NA,NA
"deezer","iheartradio",3,1,"a2e96737-11f8-e169-0f47-af2d5d4bf3f7","2008-10-01",NA,NA,"88ef95ac-cde4-ac9e-fe06-29a167ba46ab","2006-08-01",NA,NA
"deezer","tunein-inc",6,1,"380aa646-c0ef-95d6-571b-8418a5cb682c","2002-01-01",NA,NA,"88ef95ac-cde4-ac9e-fe06-29a167ba46ab","2006-08-01",NA,NA
"deezer","scatterradio",2,1,"456a326d-6a75-4b3e-a4ba-7578b8823c5e","2009-01-01",NA,"2017-06-08","88ef95ac-cde4-ac9e-fe06-29a167ba46ab","2006-08-01",NA,NA
"deezer","sirius",3,1,"abf527f3-3065-3e2b-a064-8e5486c236de","1990-01-01",NA,NA,"88ef95ac-cde4-ac9e-fe06-29a167ba46ab","2006-08-01",NA,NA
"deezer","guvera",1,1,"cf509a4d-499f-25b4-9094-141fc9513155","2008-01-01",NA,"2017-05-15","88ef95ac-cde4-ac9e-fe06-29a167ba46ab","2006-08-01",NA,NA
"deezer","townsquare-media",6,1,"942828e4-311f-12b4-646d-30b4dde48399","1994-01-01",NA,NA,"88ef95ac-cde4-ac9e-fe06-29a167ba46ab","2006-08-01",NA,NA
"deezer","spotify",1,1,"022417b5-4980-6c54-0f3c-6736bbbb1a5e","2006-07-14",NA,NA,"88ef95ac-cde4-ac9e-fe06-29a167ba46ab","2006-08-01",NA,NA
"deezer","pandora",1,1,"aeec75a9-d7a3-71e6-94ff-4e5ce16b4d0d","2000-01-03",NA,NA,"88ef95ac-cde4-ac9e-fe06-29a167ba46ab","2006-08-01",NA,NA
"deezer","radionomy",8,1,"bc9bdb5a-bcc8-ba15-cd41-d386a6911093","2007-09-24","2015-12-18",NA,"88ef95ac-cde4-ac9e-fe06-29a167ba46ab","2006-08-01",NA,NA
"deezer","tidal",1,1,"6752af98-d1b9-855d-b648-2448e82c3ea9","2014-01-01",NA,NA,"88ef95ac-cde4-ac9e-fe06-29a167ba46ab","2006-08-01",NA,NA
"deezer","napster",1,1,"7b23c3e3-1e26-562a-8e84-fec1cbc5b472","1999-06-01","2012-01-26",NA,"88ef95ac-cde4-ac9e-fe06-29a167ba46ab","2006-08-01",NA,NA
"derivative-path-inc","ion-group",7,1,"fa8af6a1-a2f1-4fc4-a47a-1837f17b17ab","1998-01-01",NA,NA,"04da10f9-03a5-cbdc-ff29-c4b3e03b3e83","2013-05-13",NA,NA
"derivative-path-inc","calypso-technology",8,1,"60e43210-a91a-f9fd-5a2f-1a3dcfebe5a9","1997-01-01","2016-04-19",NA,"04da10f9-03a5-cbdc-ff29-c4b3e03b3e83","2013-05-13",NA,NA
"deutsche-glasfaser","deutsche-telekom",2,1,"ab47d80c-7971-c8e6-b620-7483498d0c5b","1995-01-01",NA,NA,"f4d32593-fdea-d9d6-c44e-15b17ea51c08","2012-01-01","2015-07-20",NA
"deutsche-glasfaser","telecom-italia",5,1,"fb9f4a62-eb31-aae7-185f-6f6ede984669","1908-01-01",NA,NA,"f4d32593-fdea-d9d6-c44e-15b17ea51c08","2012-01-01","2015-07-20",NA
"deutsche-glasfaser","orange",7,1,"a0350af1-0869-d550-8103-cacc3a9b9ef8","1991-01-01",NA,NA,"f4d32593-fdea-d9d6-c44e-15b17ea51c08","2012-01-01","2015-07-20",NA
"deutsche-glasfaser","bt",5,1,"c683360d-9535-9172-583f-8023d7ff9ab9","1980-10-01",NA,NA,"f4d32593-fdea-d9d6-c44e-15b17ea51c08","2012-01-01","2015-07-20",NA
"deutsche-telekom","1-1-internet-se",1,1,"518f3a73-1bfe-44cf-9a45-6b71aad72879","1988-06-01",NA,NA,"ab47d80c-7971-c8e6-b620-7483498d0c5b","1995-01-01",NA,NA
